no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,0(男)/1(女),天氣
1085,2022/2/22 21:30,"0150deb7d0,0024",U1533b24c18a3e1f1479bdb79969431d9,澎漁宴餐廳,23.56625705,119.5690162,289264,67,1,雨
1953,2022/2/9 10:46,"0150deb7d0,0372",U1533b24c18a3e1f1479bdb79969431d9,ㄇㄇ的臭豆腐,23.55258,119.61097,246186,67,1,風
2058,2022/3/1 12:35,"0150deb7d0,0371",U1533b24c18a3e1f1479bdb79969431d9,阿鳳牛肉河粉,23.57142,119.57239,309712,67,1,多雲陰
2147,2022/3/10 10:24,"0150deb7d0,0438",U1533b24c18a3e1f1479bdb79969431d9,愛家好朋友素食屋,23.57727,119.57231,337661,67,1,晴
2277,2022/3/12 23:10,"0150deb7d0,0369",U1533b24c18a3e1f1479bdb79969431d9,吹蚵仔的海鮮小吃,23.56414,119.56783,346818,67,1,晴
4152,2022/4/14 19:34,"0150deb7d0,0240",U1533b24c18a3e1f1479bdb79969431d9,文化路蔥油餅,23.56825,119.56753,443532,67,1,雨風
4153,2022/4/14 19:35,"0150deb7d0,0403",U1533b24c18a3e1f1479bdb79969431d9,恐龍炭烤饅頭,23.56671,119.56477,443534,67,1,雨風
4155,2022/4/14 20:03,"0150deb7d0,0150",U1533b24c18a3e1f1479bdb79969431d9,好享吃小火鍋,23.56745,119.56641,443645,67,1,雨風
4779,2022/4/3 15:12,"0150deb7d0,0295",U1533b24c18a3e1f1479bdb79969431d9,獨領風騷,23.56815,119.56751,411335,67,1,陰風
4884,2022/4/5 12:38,"0150deb7d0,0370",U1533b24c18a3e1f1479bdb79969431d9,美味登場飯麵館,23.56881,119.57029,415973,67,1,陰多雲
4885,2022/4/5 12:59,"0150deb7d0,0373",U1533b24c18a3e1f1479bdb79969431d9,美德西點麵包店,23.5706,119.57208,416029,67,1,陰多雲
5012,2022/4/7 20:18,"0150deb7d0,0336",U1533b24c18a3e1f1479bdb79969431d9,品川元麻辣串串,23.56319,119.59046,422842,67,1,陰風
31,2022/2/1 12:07,"0150deb7d0,0028",U70e839055608596fa7b05aefe69821e3,富勝食品企業行,23.54909,119.61929,225984,29,1,風雨
3946,2022/4/10 10:39,"0150deb7d0,0307",U70e839055608596fa7b05aefe69821e3,世軒西點麵包????,23.57275,119.57417,429714,29,1,多雲
4049,2022/4/12 14:29,"0150deb7d0,0110",U70e839055608596fa7b05aefe69821e3,天人菊名產店,23.56387,119.56495,436411,29,1,晴
5034,2022/4/8 15:38,"0150deb7d0,0040",U70e839055608596fa7b05aefe69821e3,自由塔,23.56993769,119.5713121,424835,29,1,晴
32,2022/2/1 00:09,"0150deb7d0,0240",U7f3b78bc013a2e7bb853218f9817e79c,文化路蔥油餅,23.56825,119.56753,225081,23,0,風雨
34,2022/2/1 00:13,"0150deb7d0,0295",U7f3b78bc013a2e7bb853218f9817e79c,獨領風騷,23.56815,119.56751,225085,23,0,風雨
3046,2022/3/23 15:10,"0150deb7d0,0027",U7f3b78bc013a2e7bb853218f9817e79c,五鮮上醬海產專賣,23.56580466,119.5654261,378331,23,0,小雨風
3255,2022/3/28 00:37,"0150deb7d0,0311",U7f3b78bc013a2e7bb853218f9817e79c,澎湖 朝陽路肉圓,23.57339,119.57697,392288,23,0,雨
36,2022/2/1 00:20,"0150deb7d0,0177",U8eb2e7fe550a6d1e4a1519e405d3c917,夏天茶飲,23.57184,119.57075,225094,18,1,風雨
627,2022/2/17 11:29,"0150deb7d0,0066",U8eb2e7fe550a6d1e4a1519e405d3c917,北海道海產專賣店,23.56637,119.56886,270614,18,1,風
628,2022/2/17 11:32,"0150deb7d0,0144",U8eb2e7fe550a6d1e4a1519e405d3c917,小小間,23.57003,119.56901,270623,18,1,風
1070,2022/2/22 19:17,"0150deb7d0,0142",U8eb2e7fe550a6d1e4a1519e405d3c917,High wave pizza,23.56532,119.56466,288833,18,1,雨
1422,2022/2/27 21:36,"0150deb7d0,0291",U8eb2e7fe550a6d1e4a1519e405d3c917,天津蔥抓餅,23.57431,119.5792,305086,18,1,陰風 
1543,2022/2/3 19:46,"0150deb7d0,0292",U8eb2e7fe550a6d1e4a1519e405d3c917,Mr.大雞,23.57226,119.57626,232010,18,1,風轉小雨
1926,2022/2/8 19:09,"0150deb7d0,0139",U8eb2e7fe550a6d1e4a1519e405d3c917,紫光複合式餐飲,23.56601,119.56687,245306,18,1,風
2130,2022/3/1 21:24,"0150deb7d0,0016",U8eb2e7fe550a6d1e4a1519e405d3c917,海島海產大賣場,23.56576883,119.5655136,311607,18,1,多雲陰
2134,2022/3/1 21:35,"0150deb7d0,0083",U8eb2e7fe550a6d1e4a1519e405d3c917,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,311645,18,1,多雲陰
2200,2022/3/10 21:28,"0150deb7d0,0338",U8eb2e7fe550a6d1e4a1519e405d3c917,曾記滿福堂擔仔麵,23.57406,119.57323,340186,18,1,晴
2843,2022/3/2 20:16,"0150deb7d0,0207",U8eb2e7fe550a6d1e4a1519e405d3c917,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,314616,18,1,風
3757,2022/3/7 21:29,"0150deb7d0,0307",U8eb2e7fe550a6d1e4a1519e405d3c917,世軒西點麵包????,23.57275,119.57417,329961,18,1,陰風
3758,2022/3/7 21:30,"0150deb7d0,0329",U8eb2e7fe550a6d1e4a1519e405d3c917,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,329968,18,1,陰風
4299,2022/4/18 00:33,"0150deb7d0,0436",U8eb2e7fe550a6d1e4a1519e405d3c917,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,451785,18,1,陰風
4335,2022/4/18 20:23,"0150deb7d0,0297",U8eb2e7fe550a6d1e4a1519e405d3c917,?男子漢鐵板料理,23.57041,119.57188,454397,18,1,陰風
37,2022/2/1 00:21,"0150deb7d0,0335",Uaae89b5752af1bf17f87d9cf02d03e41,外婆麵猴,23.57246,119.57467,225095,54,0,風雨
45,2022/2/1 14:23,"0150deb7d0,0078",Uaae89b5752af1bf17f87d9cf02d03e41,白灣景觀餐廳,23.56154,119.64737,226380,54,0,風雨
1849,2022/2/7 19:46,"0150deb7d0,0338",Uaae89b5752af1bf17f87d9cf02d03e41,曾記滿福堂擔仔麵,23.57406,119.57323,242153,54,0,雨
2916,2022/3/21 14:24,"0150deb7d0,0177",Uaae89b5752af1bf17f87d9cf02d03e41,夏天茶飲,23.57184,119.57075,371696,54,0,陰
4590,2022/4/25 13:42,"0150deb7d0,0309",Uaae89b5752af1bf17f87d9cf02d03e41,澎湖樂晨早午餐,23.57313,119.57701,470551,54,0,晴多雲
4791,2022/4/3 20:24,"0150deb7d0,0083",Uaae89b5752af1bf17f87d9cf02d03e41,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,411990,54,0,陰風
38,2022/2/1 12:22,"0150deb7d0,0395",U317cec3c5157e6f8bb09cfb3a514f5cc,大口香雞排,23.56719,119.56471,226040,64,0,風雨
65,2022/2/1 17:31,"0150deb7d0,0244",U317cec3c5157e6f8bb09cfb3a514f5cc,三ㄚ店&潮style,23.56705,119.56538,226849,64,0,風雨
714,2022/2/18 16:17,"0150deb7d0,0150",U317cec3c5157e6f8bb09cfb3a514f5cc,好享吃小火鍋,23.56745,119.56641,275546,64,0,陰雨
1491,2022/2/28 20:52,"0150deb7d0,0262",U317cec3c5157e6f8bb09cfb3a514f5cc,登峰藝品行(登峰特產行),23.56505,119.56522,308302,64,0,晴多雲
1570,2022/2/4 00:13,"0150deb7d0,0139",U317cec3c5157e6f8bb09cfb3a514f5cc,紫光複合式餐飲,23.56601,119.56687,232570,64,0,風
1571,2022/2/4 00:15,"0150deb7d0,0143",U317cec3c5157e6f8bb09cfb3a514f5cc,14巷復刻飛鏢餐館,23.56589,119.5663,232573,64,0,風
1582,2022/2/4 02:43,"0150deb7d0,0369",U317cec3c5157e6f8bb09cfb3a514f5cc,吹蚵仔的海鮮小吃,23.56414,119.56783,232744,64,0,風
1593,2022/2/4 16:11,"0150deb7d0,0024",U317cec3c5157e6f8bb09cfb3a514f5cc,澎漁宴餐廳,23.56625705,119.5690162,234057,64,0,風
1594,2022/2/4 16:24,"0150deb7d0,0086",U317cec3c5157e6f8bb09cfb3a514f5cc,憲作食品商行喜歡義式霜淇淋的你,23.5664,119.56782,234101,64,0,風
1725,2022/2/6 16:40,"0150deb7d0,0152",U317cec3c5157e6f8bb09cfb3a514f5cc,邁泰MAI TAI THAI TEA,23.56667,119.56486,239146,64,0,風
1726,2022/2/6 16:46,"0150deb7d0,0071",U317cec3c5157e6f8bb09cfb3a514f5cc,歡迎來到新光堂（新光堂特產行）,23.56618,119.56533,239166,64,0,風
1727,2022/2/6 16:48,"0150deb7d0,0123",U317cec3c5157e6f8bb09cfb3a514f5cc,源利軒黑糖糕老店,23.56572,119.56496,239175,64,0,風
1728,2022/2/6 16:50,"0150deb7d0,0157",U317cec3c5157e6f8bb09cfb3a514f5cc,鮮食堂海鮮蒸鍋,23.56566,119.56462,239182,64,0,風
2232,2022/3/11 14:14,"0150deb7d0,0311",U317cec3c5157e6f8bb09cfb3a514f5cc,澎湖 朝陽路肉圓,23.57339,119.57697,341957,64,0,晴
3230,2022/3/27 19:32,"0150deb7d0,0289",U317cec3c5157e6f8bb09cfb3a514f5cc,抓包．馬公分店,23.5729,119.57694,391609,64,0,陰雨
3240,2022/3/27 21:45,"0150deb7d0,0288",U317cec3c5157e6f8bb09cfb3a514f5cc,皮克吐司,23.56714,119.56467,392022,64,0,陰雨
3395,2022/3/3 16:30,"0150deb7d0,0222",U317cec3c5157e6f8bb09cfb3a514f5cc,O le pain 喔！麵包,23.57111,119.57982,317057,64,0,晴
3430,2022/3/3 21:54,"0150deb7d0,0282",U317cec3c5157e6f8bb09cfb3a514f5cc,新臺澎海產購物中心,23.56733,119.56717,318154,64,0,晴
3853,2022/3/9 15:24,"0150deb7d0,0336",U317cec3c5157e6f8bb09cfb3a514f5cc,品川元麻辣串串,23.56319,119.59046,335406,64,0,晴多雲
4055,2022/4/12 15:42,"0150deb7d0,0090",U317cec3c5157e6f8bb09cfb3a514f5cc,家竹黑砂糖冷熱飲店,23.56518,119.58183,436675,64,0,晴
4062,2022/4/12 18:00,"0150deb7d0,0107",U317cec3c5157e6f8bb09cfb3a514f5cc,真鮮味小吃部,119.56491,119.56929,437131,64,0,晴
4063,2022/4/12 18:00,"0150deb7d0,0401",U317cec3c5157e6f8bb09cfb3a514f5cc,駱哥港式點心,23.56584,119.56856,437136,64,0,晴
4065,2022/4/12 18:05,"0150deb7d0,0202",U317cec3c5157e6f8bb09cfb3a514f5cc,原豆工坊咖啡專賣店,23.56409,119.56508,437152,64,0,晴
4066,2022/4/12 18:09,"0150deb7d0,0328",U317cec3c5157e6f8bb09cfb3a514f5cc,瑞師父海菜煎餅,23.56579,119.56542,437165,64,0,晴
4073,2022/4/12 19:12,"0150deb7d0,0064",U317cec3c5157e6f8bb09cfb3a514f5cc,我們是望安CAFE,23.56506,119.56816,437376,64,0,晴
4142,2022/4/14 14:36,"0150deb7d0,0339",U317cec3c5157e6f8bb09cfb3a514f5cc,秀秀蔥大餅,23.5764,119.57411,442624,64,0,雨風
4237,2022/4/16 18:13,"0150deb7d0,0227",U317cec3c5157e6f8bb09cfb3a514f5cc,小林包子饅頭店,23.5685,119.56895,448569,64,0,風
4622,2022/4/25 21:02,"0150deb7d0,0080",U317cec3c5157e6f8bb09cfb3a514f5cc,佳朋名產總匯,23.56628,119.56582,471954,64,0,晴多雲
39,2022/2/1 12:24,"0150deb7d0,0202",U1b7003bab2aaf402832cd6851b431769,原豆工坊咖啡專賣店,23.56409,119.56508,226051,49,1,風雨
761,2022/2/19 12:13,"0150deb7d0,0322",U1b7003bab2aaf402832cd6851b431769,檸檬香茅火鍋澎湖店,23.56283,119.56518,277961,49,1,風轉小雨
3254,2022/3/28 12:36,"0150deb7d0,0104",U1b7003bab2aaf402832cd6851b431769,京典小吃部,23.56481,119.56895,393139,49,1,雨
4265,2022/4/17 16:47,"0150deb7d0,0441",U1b7003bab2aaf402832cd6851b431769,本家食堂日式料理,23.57544,119.57445,450582,49,1,風
4583,2022/4/24 19:08,"0150deb7d0,0107",U1b7003bab2aaf402832cd6851b431769,真鮮味小吃部,119.56491,119.56929,468945,49,1,晴
44,2022/2/1 14:09,"0150deb7d0,0332",U863b8cae579201d96dab41d5e002a5a3,小螞蟻牛排,23.56836,119.56831,226341,31,0,風雨
50,2022/2/1 14:48,"0150deb7d0,0290",U863b8cae579201d96dab41d5e002a5a3,老餅新料蔥油餅,23.57605,119.57486,226439,31,0,風雨
76,2022/2/1 19:35,"0150deb7d0,0216",U863b8cae579201d96dab41d5e002a5a3,新巴適經典麻辣鍋,23.57179,119.57882,227148,31,0,風雨
119,2022/2/10 11:49,"0150deb7d0,0134",U863b8cae579201d96dab41d5e002a5a3,呷飽飽燒烤屋,23.57558,119.58025,248402,31,0,陰風 
1418,2022/2/27 21:20,"0150deb7d0,0207",U863b8cae579201d96dab41d5e002a5a3,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,305018,31,0,陰風 
1421,2022/2/27 21:31,"0150deb7d0,0112",U863b8cae579201d96dab41d5e002a5a3,劉正港檸檬汁-中華店,23.57204,119.57574,305061,31,0,陰風 
1511,2022/2/3 11:18,"0150deb7d0,0249",U863b8cae579201d96dab41d5e002a5a3,秋喜肉蛋吐司,23.56867,119.5675,230663,31,0,風轉小雨
1512,2022/2/3 11:22,"0150deb7d0,0437",U863b8cae579201d96dab41d5e002a5a3,台灣大餅早午餐,23.56718,119.56441,230671,31,0,風轉小雨
1514,2022/2/3 11:28,"0150deb7d0,0123",U863b8cae579201d96dab41d5e002a5a3,源利軒黑糖糕老店,23.56572,119.56496,230689,31,0,風轉小雨
1516,2022/2/3 11:39,"0150deb7d0,0246",U863b8cae579201d96dab41d5e002a5a3,達咖啡,23.56737,119.56745,230709,31,0,風轉小雨
2257,2022/3/11 20:47,"0150deb7d0,0370",U863b8cae579201d96dab41d5e002a5a3,美味登場飯麵館,23.56881,119.57029,343480,31,0,晴
2369,2022/3/13 20:19,"0150deb7d0,0275",U863b8cae579201d96dab41d5e002a5a3,萊客帕冰品Like Par Par,23.56342,119.56493,349216,31,0,晴
2574,2022/3/16 20:46,"0150deb7d0,0436",U863b8cae579201d96dab41d5e002a5a3,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,358608,31,0,陰
3263,2022/3/28 16:52,"0150deb7d0,0258",U863b8cae579201d96dab41d5e002a5a3,曬食光餐飲店,23.56639,119.56396,393814,31,0,雨
3264,2022/3/28 16:54,"0150deb7d0,0395",U863b8cae579201d96dab41d5e002a5a3,大口香雞排,23.56719,119.56471,393819,31,0,雨
3370,2022/3/3 12:09,"0150deb7d0,0125",U863b8cae579201d96dab41d5e002a5a3,赤崁海產行,23.57061,119.57209,316006,31,0,晴
3426,2022/3/3 08:55,"0150deb7d0,0397",U863b8cae579201d96dab41d5e002a5a3,夯小管燒x雞蛋糕,23.56476,119.58144,315460,31,0,晴
3943,2022/4/1 21:47,"0150deb7d0,0210",U863b8cae579201d96dab41d5e002a5a3,蔬脆蛋餅,23.56632,119.56511,406856,31,0,風
4184,2022/4/15 17:47,"0150deb7d0,0307",U863b8cae579201d96dab41d5e002a5a3,世軒西點麵包????,23.57275,119.57417,445914,31,0,風
4337,2022/4/18 20:48,"0150deb7d0,0401",U863b8cae579201d96dab41d5e002a5a3,駱哥港式點心,23.56584,119.56856,454487,31,0,陰風
4491,2022/4/21 19:19,"0150deb7d0,0103",U863b8cae579201d96dab41d5e002a5a3,聚鮮食堂,23.5645,119.56516,462010,31,0,晴
4906,2022/4/5 19:03,"0150deb7d0,0360",U863b8cae579201d96dab41d5e002a5a3,芳遠水果行,23.56751,119.56721,417155,31,0,陰多雲
46,2022/2/1 14:31,"0150deb7d0,0438",U41cdbf64df0886d0acae01076f860cb9,愛家好朋友素食屋,23.57727,119.57231,226403,51,1,風雨
1342,2022/2/26 09:55,"0150deb7d0,0308",U41cdbf64df0886d0acae01076f860cb9,沐一日式豬排專賣店,23.57319,119.57316,299648,51,1,多雲晴
2935,2022/3/21 06:08,"0150deb7d0,0329",U41cdbf64df0886d0acae01076f860cb9,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,370712,51,1,陰
52,2022/2/1 15:11,"0150deb7d0,0281",Ue1f9ea92a0df617e7e86b7ad1106c5e2,霸味薑母鴨,23.5705,119.57567,226504,67,1,風雨
476,2022/2/15 12:50,"0150deb7d0,0107",Ue1f9ea92a0df617e7e86b7ad1106c5e2,真鮮味小吃部,119.56491,119.56929,264675,67,1,陰風 
1045,2022/2/22 16:29,"0150deb7d0,0040",Ue1f9ea92a0df617e7e86b7ad1106c5e2,自由塔,23.56993769,119.5713121,288008,67,1,雨
2446,2022/3/15 10:19,"0150deb7d0,0173",Ue1f9ea92a0df617e7e86b7ad1106c5e2,綺樂Chi Love 仙人掌彩虹霜淇淋,23.56548,119.56532,353165,67,1,多雲
2454,2022/3/15 11:18,"0150deb7d0,0027",Ue1f9ea92a0df617e7e86b7ad1106c5e2,五鮮上醬海產專賣,23.56580466,119.5654261,353360,67,1,多雲
2455,2022/3/15 11:21,"0150deb7d0,0328",Ue1f9ea92a0df617e7e86b7ad1106c5e2,瑞師父海菜煎餅,23.56579,119.56542,353369,67,1,多雲
2456,2022/3/15 11:22,"0150deb7d0,0071",Ue1f9ea92a0df617e7e86b7ad1106c5e2,歡迎來到新光堂（新光堂特產行）,23.56618,119.56533,353375,67,1,多雲
2457,2022/3/15 11:33,"0150deb7d0,0216",Ue1f9ea92a0df617e7e86b7ad1106c5e2,新巴適經典麻辣鍋,23.57179,119.57882,353399,67,1,多雲
2995,2022/3/22 17:42,"0150deb7d0,0336",Ue1f9ea92a0df617e7e86b7ad1106c5e2,品川元麻辣串串,23.56319,119.59046,375781,67,1,陰雨
3175,2022/3/26 18:39,"0150deb7d0,0024",Ue1f9ea92a0df617e7e86b7ad1106c5e2,澎漁宴餐廳,23.56625705,119.5690162,388566,67,1,多雲轉小雨
3865,2022/3/9 17:56,"0150deb7d0,0123",Ue1f9ea92a0df617e7e86b7ad1106c5e2,源利軒黑糖糕老店,23.56572,119.56496,335961,67,1,晴多雲
3866,2022/3/9 18:00,"0150deb7d0,0294",Ue1f9ea92a0df617e7e86b7ad1106c5e2,楊媽媽韭菜盒,23.56616,119.56764,335980,67,1,晴多雲
3936,2022/4/1 08:03,"0150deb7d0,0291",Ue1f9ea92a0df617e7e86b7ad1106c5e2,天津蔥抓餅,23.57431,119.5792,403912,67,1,風
4235,2022/4/16 18:01,"0150deb7d0,0289",Ue1f9ea92a0df617e7e86b7ad1106c5e2,抓包．馬公分店,23.5729,119.57694,448532,67,1,風
4346,2022/4/19 13:36,"0150deb7d0,0236",Ue1f9ea92a0df617e7e86b7ad1106c5e2,菊楓食堂日式料理,23.57538,119.58058,455904,67,1,雨風
4347,2022/4/19 13:45,"0150deb7d0,0091",Ue1f9ea92a0df617e7e86b7ad1106c5e2,玻玻飲食店,23.57971,119.57924,455927,67,1,雨風
53,2022/2/1 15:11,"0150deb7d0,0442",U0ecca1d37264bc79c881ea6b7a03cc5b,佶肯美式漢堡炸雞,23.56354,119.56659,226511,21,0,風雨
86,2022/2/1 20:25,"0150deb7d0,0009",U0ecca1d37264bc79c881ea6b7a03cc5b,海口峰海產行,23.56315044,119.5831612,227259,21,0,風雨
620,2022/2/17 13:39,"0150deb7d0,0207",U0ecca1d37264bc79c881ea6b7a03cc5b,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,271115,21,0,風
1764,2022/2/7 13:57,"0150deb7d0,0116",U0ecca1d37264bc79c881ea6b7a03cc5b,金醬府,23.56734,119.5729,241039,21,0,雨
2435,2022/3/14 21:03,"0150deb7d0,0040",U0ecca1d37264bc79c881ea6b7a03cc5b,自由塔,23.56993769,119.5713121,352176,21,0,陰
3038,2022/3/23 11:59,"0150deb7d0,0336",U0ecca1d37264bc79c881ea6b7a03cc5b,品川元麻辣串串,23.56319,119.59046,377653,21,0,小雨風
3157,2022/3/26 14:43,"0150deb7d0,0125",U0ecca1d37264bc79c881ea6b7a03cc5b,赤崁海產行,23.57061,119.57209,387568,21,0,多雲轉小雨
3768,2022/3/8 10:58,"0150deb7d0,0096",U0ecca1d37264bc79c881ea6b7a03cc5b,澎南海產行,23.5714,119.57172,330927,21,0,風多雲
56,2022/2/1 15:46,"0150deb7d0,0266",U84d3f6e73571a6a5db8cabb3f2759eaa,外垵福氣刈包,23.56469,119.47946,226601,53,1,風雨
64,2022/2/1 17:18,"0150deb7d0,0150",U84d3f6e73571a6a5db8cabb3f2759eaa,好享吃小火鍋,23.56745,119.56641,226810,53,1,風雨
678,2022/2/18 13:23,"0150deb7d0,0139",U84d3f6e73571a6a5db8cabb3f2759eaa,紫光複合式餐飲,23.56601,119.56687,274820,53,1,陰雨
2150,2022/3/10 22:46,"0150deb7d0,0282",U84d3f6e73571a6a5db8cabb3f2759eaa,新臺澎海產購物中心,23.56733,119.56717,340383,53,1,晴
2174,2022/3/10 16:20,"0150deb7d0,0329",U84d3f6e73571a6a5db8cabb3f2759eaa,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,339011,53,1,晴
2552,2022/3/16 16:05,"0150deb7d0,0333",U84d3f6e73571a6a5db8cabb3f2759eaa,光和咖啡,23.56495,119.58092,357639,53,1,陰
2762,2022/3/19 19:59,"0150deb7d0,0305",U84d3f6e73571a6a5db8cabb3f2759eaa,桃太郎日式料理,23.56613,119.56468,367562,53,1,多雲風
2763,2022/3/19 20:01,"0150deb7d0,0157",U84d3f6e73571a6a5db8cabb3f2759eaa,鮮食堂海鮮蒸鍋,23.56566,119.56462,367564,53,1,多雲風
3562,2022/3/4 16:15,"0150deb7d0,0207",U84d3f6e73571a6a5db8cabb3f2759eaa,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,320061,53,1,晴
3692,2022/3/6 19:21,"0150deb7d0,0076",U84d3f6e73571a6a5db8cabb3f2759eaa,雲泰小吃館,23.52277,119.59982,326476,53,1,風   雨
4979,2022/4/7 12:33,"0150deb7d0,0078",U84d3f6e73571a6a5db8cabb3f2759eaa,白灣景觀餐廳,23.56154,119.64737,421410,53,1,陰風
5003,2022/4/7 18:41,"0150deb7d0,0104",U84d3f6e73571a6a5db8cabb3f2759eaa,京典小吃部,23.56481,119.56895,422577,53,1,陰風
57,2022/2/1 15:58,"0150deb7d0,0064",U6700554e734c9f720440c275b8b13b96,我們是望安CAFE,23.56506,119.56816,226624,16,1,風雨
70,2022/2/1 18:26,"0150deb7d0,0020",U6700554e734c9f720440c275b8b13b96,漁夫才哥企業社,23.58167831,119.638447,227000,16,1,風雨
61,2022/2/1 04:37,"0150deb7d0,0066",U3404039d365530b0fa956fe36d03d68b,北海道海產專賣店,23.56637,119.56886,225298,73,1,風雨
1667,2022/2/5 19:09,"0150deb7d0,0386",U3404039d365530b0fa956fe36d03d68b,四季肉圓專賣店,23.57334,119.57233,237032,73,1,陰風 
2288,2022/3/12 15:31,"0150deb7d0,0144",U3404039d365530b0fa956fe36d03d68b,小小間,23.57003,119.56901,345480,73,1,晴
62,2022/2/1 16:46,"0150deb7d0,0308",U06d6966af476ff8ac22df66626410381,沐一日式豬排專賣店,23.57319,119.57316,226730,72,0,風雨
441,2022/2/14 21:47,"0150deb7d0,0436",U06d6966af476ff8ac22df66626410381,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,263498,72,0,陰風 
828,2022/2/2 14:42,"0150deb7d0,0255",U06d6966af476ff8ac22df66626410381,巴適麻辣鍋,23.57185,119.58141,228668,72,0,陰風 
1681,2022/2/5 09:08,"0150deb7d0,0329",U06d6966af476ff8ac22df66626410381,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,235683,72,0,陰風 
1860,2022/2/7 21:57,"0150deb7d0,0216",U06d6966af476ff8ac22df66626410381,新巴適經典麻辣鍋,23.57179,119.57882,242628,72,0,雨
2011,2022/2/9 20:05,"0150deb7d0,0142",U06d6966af476ff8ac22df66626410381,High wave pizza,23.56532,119.56466,247571,72,0,風
66,2022/2/1 17:32,"0150deb7d0,0305",U62e621513454187f94290692689f56ad,桃太郎日式料理,23.56613,119.56468,226854,24,0,風雨
2148,2022/3/10 10:29,"0150deb7d0,0157",U62e621513454187f94290692689f56ad,鮮食堂海鮮蒸鍋,23.56566,119.56462,337676,24,0,晴
2188,2022/3/10 07:17,"0150deb7d0,0150",U62e621513454187f94290692689f56ad,好享吃小火鍋,23.56745,119.56641,337273,24,0,晴
3931,2022/4/1 07:26,"0150deb7d0,0096",U62e621513454187f94290692689f56ad,澎南海產行,23.5714,119.57172,403880,24,0,風
4967,2022/4/6 20:11,"0150deb7d0,0201",U62e621513454187f94290692689f56ad,福鴨鴨肉大王,23.56578,119.56406,420258,24,0,風
71,2022/2/1 06:26,"0150deb7d0,0238",U78abaddc12fb13da74ea5cf110c3e776,澎湖水仙宮,23.56385,119.56416,225415,78,1,風雨
81,2022/2/1 07:55,"0150deb7d0,0237",U78abaddc12fb13da74ea5cf110c3e776,振發食品行,23.56413,119.5642,225483,78,1,風雨
347,2022/2/13 15:20,"0150deb7d0,0235",U78abaddc12fb13da74ea5cf110c3e776,澎湖景福祠,23.56412,119.56441,258932,78,1,陰雨
1837,2022/2/7 17:45,"0150deb7d0,0144",U78abaddc12fb13da74ea5cf110c3e776,小小間,23.57003,119.56901,241739,78,1,雨
3715,2022/3/7 10:27,"0150deb7d0,0246",U78abaddc12fb13da74ea5cf110c3e776,達咖啡,23.56737,119.56745,327719,78,1,陰風
72,2022/2/1 18:57,"0150deb7d0,0160",U54d5e3f6e7f2d29a5a7200b210fe4892,海玩子雞蛋糕,23.56997,119.56894,227066,64,0,風雨
554,2022/2/16 11:20,"0150deb7d0,0089",U54d5e3f6e7f2d29a5a7200b210fe4892,吳家小館,23.63269,119.59865,267283,64,0,陰風 
1163,2022/2/24 13:48,"0150deb7d0,0179",U54d5e3f6e7f2d29a5a7200b210fe4892,祥馨鮮鮮果舖,23.57336,119.57256,293618,64,0,風
2041,2022/3/1 13:55,"0150deb7d0,0144",U54d5e3f6e7f2d29a5a7200b210fe4892,小小間,23.57003,119.56901,309991,64,0,多雲陰
3302,2022/3/29 16:21,"0150deb7d0,0329",U54d5e3f6e7f2d29a5a7200b210fe4892,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,396403,64,0,陰風
4712,2022/4/28 15:28,"0150deb7d0,0311",U54d5e3f6e7f2d29a5a7200b210fe4892,澎湖 朝陽路肉圓,23.57339,119.57697,479143,64,0,陰晴
77,2022/2/1 07:39,"0150deb7d0,0187",Ud66db3a385e85e727a0ab9f3d4130cc0,雨軒冰茶,23.58504,119.65937,225465,69,1,風雨
78,2022/2/1 07:40,"0150deb7d0,0020",Ua3939a175af1ebc9979229dc604647ec,漁夫才哥企業社,23.58167831,119.638447,225466,78,1,風雨
157,2022/2/10 16:02,"0150deb7d0,0384",Ua3939a175af1ebc9979229dc604647ec,葉子的店,23.57429,119.57824,249357,78,1,陰風 
296,2022/2/12 15:47,"0150deb7d0,0432",Ua3939a175af1ebc9979229dc604647ec,多那之澎湖店,23.56483,119.56537,255655,78,1,風
311,2022/2/12 18:01,"0150deb7d0,0237",Ua3939a175af1ebc9979229dc604647ec,振發食品行,23.56413,119.5642,256163,78,1,風
312,2022/2/12 18:02,"0150deb7d0,0246",Ua3939a175af1ebc9979229dc604647ec,達咖啡,23.56737,119.56745,256169,78,1,風
